text,label
"hello? hi, the order verification desk for your shopping account. a purchase went in twenty minutes ago, a tablet shipping to another state, eleven hundred dollars. i didn't order that. i suspected takeover. i've paused it. to reverse it and secure the account, confirm the payment method the thief used, which should match your card. read me the card number so i verify it's the compromised one. wouldn't you see the card on the order? only the last two digits, ma'am. without a full match i can't file the reversal, and the order leaves the warehouse in fifteen minutes.",1
", this is from health insurance. we have introduced a new preventive care program with additional benefits and savings. would you like to hear more about it?",0
hello? your alarm service is scheduled for suspension because the payment method failed. my service is paid. the latest charge was returned. i can keep monitoring active if you provide a new card. i will call the company directly. suspension occurs automatically at the top of the hour.,1
", it is . i wanted to let you know the team appreciated your help last week. we are planning a casual dinner on —can you make it?",0
"hello? we are trying to correct a duplicate patient account before a claim is submitted. what provider is this? i will identify the provider once the file is matched. please give me the last four digits of your insurance id and the code sent to your phone. i am not comfortable with that. if the duplicate remains, future claims may be denied under the wrong profile.",1
"hello? good morning, i'm calling from the enforcement division regarding a case file that has been opened under your name. which enforcement division? that's not something i can go into on a recorded line, sir. what i can tell you is that if this isn't resolved by end of business today, the matter moves to the next stage and i won't be able to help you. can you send me something in writing? there's no time for mail. i need you to stay on the line with me and follow my instructions exactly.",1
"this is angela. hi angela, ben from the corporate helpdesk. our monitoring shows your laptop missed the last two security update cycles, which flags it as noncompliant. i didn't realize. it fails quietly, that's normal. could you leave the laptop on and connected tonight? the updates install after hours, nothing needed from you. that's it? you don't need to log in remotely? nope, the management system pushes it automatically. if it reboots oddly tomorrow, just open a ticket or call the desk at the usual extension. easy enough, i'll leave it docked. appreciate it, have a good night.",0
"this is mike. hi mike, jordan from the it service desk. our monitoring shows your machine hasn't checked in for updates in over two months, which puts it out of compliance and is a bit of a security risk. huh, nothing seems wrong. it fails silently, that's normal. can you leave the laptop on and docked overnight? the patches push after hours, nothing needed from you. that's it? no remote login? nope, the management system handles it. if it reboots oddly tomorrow, open a ticket or call the desk at the usual extension. easy, it'll be docked. appreciate it.",0
", this is . i noticed we have not had a proper conversation in a while. i miss our long talks and want to fix that. can we talk sometime this week?",0
", this is . i found a nice trail for hiking just outside . it looks like a great weekend plan. would you like to go together and catch up?",0
", this is from education trust. grant applications for research proposals are open until . if you require application forms or submission assistance, please collect them from our designated education outreach offices.",0
"hi. i purchased your furniture listing, but my payment is being held because your account is not marked as commercial. i did not receive a purchase notice. it appears after you upgrade. you need to send a temporary amount that is automatically returned with the sale funds. i am not sending money to receive money. then the platform will cancel and may charge me, so please complete it now.",1
hi. a residency file under your name is missing a required payment. i have no pending residency file. then someone may have opened it using your information. i can close it with a same-day administrative fee. i will speak to a lawyer. the file becomes active automatically if the fee deadline passes.,1
", this is . added real-time collaboration to their coding platform, and it looks perfect for remote pair programming. want to try it on a small script later today?",0
"hello? i am calling about a public record that lists an outdated address for you. what record? i can identify it after verifying your date of birth. send me a notice. the record update deadline is today, and corrections after publication require a fee.",1
"hello, this is ben. ben, i am calling from patient coordination. a prescription pickup was authorized under your profile, but the contact address does not match. i did not request anything. i can block the pickup if you confirm your full date of birth and home address. which pharmacy? the location is hidden until identity is confirmed because the record is confidential.",1
", this is from resorts. you are planning a stay with us. could you confirm your check-in and check-out dates so we can finalize your booking?",0
", it is . just wanted to say thank you for always being there. you have really helped me through some things lately. let us catch up properly soon.",0
", this is hr department. your onboarding session is scheduled for at . please bring your identification documents and signed offer letter.",0
"hello, this is elena. elena, i am calling because your voicemail and message forwarding settings were changed remotely. i did not change them. i can restore the old settings, but i need the security code sent to your handset. i am going to call my provider directly. once we end this call, i cannot keep the forwarding rule paused, and incoming codes may be copied elsewhere.",1
"hello? i am reviewing an alert involving your personal information. the alert can be cleared now before it is distributed to participating companies. what information? i can tell you after a secure match. please confirm the last four digits of your identification number and the code sent by text. no legitimate caller asks for a text code. without the code, the alert remains active and may affect your accounts.",1
", this is . i finally tried out the recipe you sent, and it turned out better than i expected. we should definitely have a food night where we both cook something fun.",0
"hello? i am with the reservations desk. a hotel stay under your name has an unpaid incident hold. i have not stayed anywhere recently. then we should dispute it before checkout. confirm the card number that should not be charged. i will contact my card company. if the hotel closes the folio first, the charge can take weeks to reverse.",1
"hi, is this the number for the coopers? yes, this is mr. cooper. sir, i'm calling from the warranty renewal center about the appliances registered to your address. your combined coverage lapses at the end of the week. i don't think i registered any coverage. it was set up at delivery, most people forget. once it lapses, any breakdown is fully out of pocket, and these units run into the thousands to fix. i can renew everything today and freeze your rate. which appliances specifically? the major ones on file, sir. i have twenty minutes before the lapse posts. what card should i use to keep you covered?",1
"hello? hi, is this the parent or guardian of emma rodriguez? yes, this is her mom. is she okay? she's fine, this is nurse wilson at jefferson middle school. emma came in with a headache and a low fever, ninety-nine point eight. she's resting in my office. we'd like someone to pick her up if possible. of course, i can be there in twenty minutes. perfect. just check in at the front office with your id, they'll walk you back. she's had water and she's comfortable, no rush if traffic's bad. thank you for calling. of course. feel better wishes to emma.",0
"hello. hi, i'm calling from fairway grocers customer care about the online order you placed this morning. the delivery address on the order doesn't match the one on your account, so our system held it for verification. did you intend to ship to an address on elm street? yes, that's my daughter's place, i'm sending her groceries. that's exactly what we needed to hear, i'll release the order now and it'll arrive in tonight's window. do you need my card number to confirm anything? no, nothing like that, the payment already processed fine. this was only about the address mismatch. your daughter should have everything by eight tonight.",0
", this is music school. we are enrolling for our beginner piano class starting . would you or someone you know be interested in developing a new musical skill?",0
", this is . just wanted to wish you good luck on your exam tomorrow! i know you have been working really hard, and i am sure you will do great. give me a call after—i would love to hear how it went.",0
", everyone! welcome to the new group space. let us connect, collaborate, and share interesting ideas. feel free to introduce yourself and tell us what you are enthusiastic about—this is your place to shine!",0
"who is calling? i coordinate relocation benefits for employers. a shipment allowance was opened using your name. my employer has not mentioned relocation. the request may have been initiated by mistake. to close it, confirm your employer, employee number, and bank account used for reimbursements. i will ask hr. the allowance is scheduled to fund before hr receives the reconciliation report.",1
", this is . i found a new productivity tool i think you would really like. it helps organize creative projects without being overwhelming. want to try it out together?",0
", this is from scholarship board. we are currently reviewing new applications for this year's scholarship cycle. if you wish to submit documents or request assistance, kindly visit our academic advisory office at your local campus. office hours and eligibility posters are displayed at the reception.",0
"hello? hi, this is gerald, the new property manager for your building. the owner switched management companies this month, you should have gotten a letter. i didn't see any letter. typical of the old company, they were a mess, which is why they were let go. anyway, rent is now paid through a payment app to the new operations account, effective this month. i'll text you the handle. my lease says i pay by check to the office. the old office is closed, that's the point, checks sent there will bounce back and you'll be marked late. late fees are one hundred and fifty under the new company. send this month through the app tonight and i'll waive the transition paperwork fee as a welcome.",1
", this is software support. you reported a problem with your licensed software. could you confirm your license key for verification and troubleshooting?",0
hello? your passport delivery address was changed after approval. i am not waiting for a passport. that suggests identity misuse. i can cancel delivery if you read the code sent to your phone. the message says it confirms the address change. i need to enter it before selecting cancellation.,1
", this is travel. we are offering a unique opportunity to join an archaeological expedition to a recently uncovered site. fascinated by history? let us talk details!",0
"hi. your account shows a new household member and an upgraded monthly plan. i did not add anyone. i can remove the change after verifying the payment method. please confirm the card expiration date. i will log in myself. the login page may not show the change until the next billing cycle, but the higher amount is scheduled today.",1
", this is . the latest update to ’s mobile banking app added biometric login and transaction tracking. it looks more secure than before. have you tried it yet?",0
hello. i am calling about an emergency contact update submitted for a student connected to this number. who submitted it? the portal does not show the name until the parent account is verified. please read the code we sent. i will log in through the school site. the update may become active before you can see it there.,1
", this is energy solutions. we are following up on your solar panel inquiry. we would love to walk you through our packages—how about a call on at your preferred time?",0
"hello? yes, this is the disbursement office calling about your monthly benefits. a recalculation has increased your entitlement by two hundred and ten dollars per month, retroactive to january. an increase? i hadn't heard anything. the letters are backlogged, so we're calling recipients directly. to apply the increase, i need to confirm the account your payments go into. read me the account and routing numbers so i can match them against the file. you already deposit my payments there. don't you have it? i have a masked version, sir, for security i can only see stars. if we can't verify today, the recalculation is skipped and reapplying takes up to a year. it's your money, i'd hate for you to leave it behind.",1
"this is tina. tina, your account was selected for a rate adjustment, but the payment method must be verified. why would a rate adjustment need my card? the card confirms the account holder and receives a small test credit. i will check my bill. the adjustment expires before the next statement is produced.",1
", this is . i installed the browser extension that blocks ads and trackers. it made a huge difference in browsing speed. want me to help you install it too?",0
"hello? good morning, i'm calling from the civic duty roster office. you were selected for mandatory service last quarter and failed to respond, and a penalty has now been attached to your name. i never got any selection notice. the summons was mailed twice, sir. now, the penalty is seven hundred and fifty dollars, but because this is a first offense, you qualify to clear it today at a reduced amount and keep it off your record. shouldn't this go through a court? it does go through the system if you don't resolve it, and then it becomes a matter for pickup at your home or workplace. most people prefer to handle it quietly by phone. i would too, frankly.",1
hello? your business listing was edited to show a different phone number and payment link. i do not own a business. then your identity may have been used for the listing. confirm your address and date of birth so i can remove it. i need the listing name. it cannot be displayed until ownership is verified.,1
"hello, this is ray. ray, this is the exit desk for your extended service contract. we're required to notify you that your contract is terminating and you're owed the unused balance, four hundred and ten dollars. i cancelled that thing two years ago. correct, but the escrow portion kept accruing, that's the balance we're returning. now, our disbursement system needs an active card to return funds to, and the card we have on file is expired. what's your current card number? you could just mail a check to my address. escrow returns are electronic only, sir, federal handling rules. and unclaimed balances revert after ninety days, you're on day eighty-four. six days, then it's gone. card number and it's back in your account by friday.",1
"hello? hey, it's me, i'm in real trouble. sofia? you sound off. i've got a bad cold and i've been crying, grandma. there was an accident last night, someone got hurt, and i need money arranged today or it gets much worse. why not call your dad? he'll be furious, please, you know how he gets. someone will call you shortly with instructions. please just follow them and don't tell anyone. promise me. i don't know. grandma, please, i'm scared and there's no one else.",1
"hi, who is this? i am with the mobile account desk. a second sim was registered against your number from another city. that was not me. then we need to remove it immediately. confirm your account pin so i can isolate the correct line. i will visit a store. by the time the store opens, calls and messages may already be going to the other device.",1
"hello. good afternoon, this is the dispute resolution team for your card. a merchant you paid is refusing to refund a cancelled order, so we're issuing the refund ourselves. oh, that order never shipped. exactly, so you're owed ninety-five dollars back. to process the merchant reversal i confirm your card by the number and expiration so the credit lands on the right card. you'd already have the card if you're my card company. the dispute system operates separately from your main account for security, sir. without the card confirmation the reversal can't post and the merchant keeps your money. read it to me and i'll credit you today.",1
", this is hr team. thank you for your recent application. we would like to schedule a formal interview to discuss the position. are you available next week?",0
", this is from credit services. you reported an incorrect charge on your account. could you share the transaction date and amount so we can investigate it further?",0
", this is . the next local makers' market is happening at on . you always find the best handmade stuff. want to go treasure-hunting together again?",0
"hello. good evening, this is the winnings verification desk. your entry in a partner promotion was drawn for a substantial award. i don't remember entering anything. entries generate from partner purchases automatically, sir. the award is significant, but to release it we verify the winner with a small confirmation payment, forty-nine dollars, returned with the award. pay to receive winnings? it confirms you're the real winner and not an impostor, that's all. the award is time-locked, and if verification isn't completed tonight it passes to the alternate. what card would you like to use?",1
", this is . i joined a local astronomy club that meets every full moon at . it would be amazing if you came along. they also do beginner telescope training.",0
"hello. i am calling because your account is repeatedly connecting from two locations at once. which account? the main account associated with this number. to separate the sessions, open your settings and tell me what you see under connected devices. i am not following instructions from a stranger. if we cannot identify the extra session now, it may continue receiving your messages.",1
"hello. hi, this is alicia from brightway bank's verification team. you applied for a car loan with us yesterday, and i have a couple of follow-up questions before we can finalize the approval. yes, i did apply, go ahead. the application lists your employer as hartman logistics, but the start date field was blank. how long have you worked there? about six years now. perfect, that's all i needed to complete the file. you'll get the decision by email within two business days. you don't need my social security number again or anything? no, we never re-collect that by phone, everything sensitive stays inside the secure application you already submitted. watch for the email, and congratulations in advance.",0
"hello? good evening. this is an urgent courtesy call. our records show you failed to appear for a scheduled obligation last month, and there are now two active items against your name. what obligation? i never received anything. notices were sent to your address on file, and signing for them was your responsibility. now, you have two options. you can resolve this tonight over the phone with a compliance payment, or i can transfer this to the field unit and they will visit your residence. which would you prefer? this sounds like a scam. sir, disrespecting this process only makes your situation worse. i'm trying to keep this from becoming a bigger problem for you.",1
", this is . there is a free digital painting workshop happening at on . it is beginner friendly, and all supplies are provided. want to attend together?",0
"hello. good afternoon, this is claire, the adjuster from vanguard insurance handling your claim from the storm on the ninth. finally, i've been waiting. sorry, high volume from that storm. i reviewed your photos and i'd like to schedule the roof inspection, tuesday or thursday afternoon. thursday. will i owe anything then? nothing at the inspection, and please don't pay anyone who shows up unannounced claiming to be with us, storm chasers do that. our inspector has company id and you'll get an email today with his name and photo. that's reassuring, see you thursday.",0
", this is bank. we are calling to verify recent transactions on your account ending in . it is a routine security check—no action is required unless something looks unusual. would you like to set up transaction alerts for better tracking?",0
"hello. good afternoon, this is the account recovery line for your business email. a former employee's access was never revoked and they're logged in right now downloading files. we did have someone leave recently. that's the exposure. to cut their access immediately, i'll guide you to reset the master credential, and i need you to read me the confirmation code as it arrives so i verify the reset locked them out. you want me to read you the code? only to confirm the lockout, sir. if we don't move now, they keep pulling your files. every second counts, so let's reset it together and stop the leak.",1
"hello? your daughter gave us this number after a minor collision. she is safe, but a private settlement must be handled before the other party files a report. what is her name? she is upset and asked me to explain first. the amount can be secured with a digital payment while she is waiting. i am calling her directly. her phone is with the officer documenting the scene.",1
", this is from your neighborhood group. we are organizing a small get-together this at . would you and your family like to join? it is just a potluck and some games.",0
who is this? i am with document certification. a copy request under your name has an unpaid processing fee. i did not request a copy. i can cancel it after confirming the card used to submit the request. i never supplied a card. then the card may belong to the person using your details.,1
", this is catering services. we are confirming the menu for your event on . would you like to finalize the guest count or make any last-minute changes?",0
hello. i am calling about a service plan attached to an appliance at your address. which appliance? the item details appear after i verify the homeowner. please confirm your date of birth and payment card. i will check my paperwork. the plan renews today and the cancellation period ends in thirty minutes.,1
hi. your bookkeeping profile shows an unpaid quarterly filing fee. i do not use a bookkeeping service. then a business record may have been opened with your information. i can close it after verifying your address and taking the cancellation fee. why would i pay to cancel fraud? the fee is automatically returned when the duplicate record is removed.,1
", this is from health research network. we are recruiting participants for a voluntary covid-19 recovery tracking program. for full privacy information and consent forms, please visit the health research department at hospital.",0
hello? your permit application is missing a final processing payment. i did not apply for a permit. then the application may have been opened under your address. i can withdraw it after collecting the cancellation charge. i am not paying to withdraw something i did not submit. otherwise the permit remains attached to the property record.,1
", it is . i saw the announcement about your award—huge congrats! we should do something fun to celebrate soon.",0
", this is . the latest tablet has stylus support and an improved note-taking app. i thought of your sketching hobby. want to visit the store together this weekend?",0
"hello? hi, i'm calling from the loyalty desk about your account standing. there's a review in progress and today's the last day you can respond to it. a review of what? i can't get into specifics until i confirm i'm speaking with the account holder. what i can say is if the response window closes without action, the standing drops and the perks tied to it are lost. what perks, what account? ma'am, i'm trying to help you keep something you've earned. confirm the number on your statement and i'll walk you through preserving it before the day ends.",1
"hello. good morning, i'm with the veterans support outreach. we're helping former service members claim a supplemental benefit many don't know exists. i did serve, years ago. thank you for your service. you likely qualify for a supplement, and i can start your claim today. to pull your eligibility i confirm your service identification and the account where the benefit would be deposited. this is the first i've heard of this benefit. most veterans never hear of it, that's the tragedy, the money sits unclaimed. if we don't file before this quarter closes, you wait another year. let's get your identification confirmed and secure what you're owed.",1
"hello. your return was received without an order number, so the refund is on hold. i did not send a return. then someone may have used your label. i can stop the refund if you confirm the card attached to your account. i will contact the retailer. the refund is scheduled to another card this afternoon.",1
"hello? a pickup request from your home includes a high-value item and requires a refundable insurance hold. i never requested a pickup. i can cancel it, but the hold must first be verified with a card. i will not provide a card. the driver is already assigned and may arrive before the cancellation reaches dispatch.",1
"hello, who's this? this is agent morrow. i'm reaching out because there's a hold that's been placed against your name and it needs to be cleared today. a hold from where? from our office, ma'am. now before i can release it, i need you to verify the number i have ending in your file. can you read me your full number so i can match it? i'm not comfortable doing that. then unfortunately the hold stays and things escalate. is that really what you want over a five-minute phone call?",1
"hello? hi, this is tom from cedar point property management. i'm calling all tenants because rent payments are moving from the drop box to the online portal starting next month. you should have received a letter with your registration code. i saw the letter but honestly thought it might be a scam, these payment change things worry me. smart instinct, honestly. don't take my word for it, call our main office line, the same number on your lease, and they'll confirm. the portal link is only on our official website, we'll never text you a payment link. okay, i'll call the office number on my lease to double check. perfect, that's exactly what we recommend. this month you can still pay the old way while everyone transitions.",0
hi. your parking account was used to register a second vehicle. i only have one car. then i can remove the extra vehicle if you confirm the card used for parking payments. i will use the parking app. the app will not display pending registrations until the next billing cycle.,1
hello. i am calling about a rebate assigned to your address after an energy review. i did not request a review. the utility submitted addresses automatically. i can release the rebate if you confirm your bank account. apply it to my bill. this program pays directly and expires today.,1
"hello? good morning! i'm calling from the member services line for your health coverage. you've been pre-approved for a pain relief support device at zero cost to you, your plan covers it entirely. i didn't ask for any device. your recent claims history qualified you automatically, ma'am. many members with your profile suffer needlessly when the benefit is just sitting there. to ship it, i only need to confirm your member identification number from your card. my doctor never mentioned this. doctors don't track benefits, that's our job. read me the id number and the device arrives next week, and the benefit resets in four days, so it's now or next year.",1
", this is . i found an old photo of us from while cleaning up, and it brought back some great memories. want me to send it over? we can recreate it one day.",0
", this is . we are planning a casual video call with some of our old classmates on . it has been forever—hope you can join!",0
"hello. hello sir, this is the mobile banking support desk. our system shows you're running a version of the banking app with a known security flaw. accounts on this version are being targeted this week. i usually update automatically. the store version lags for some regions, which is the problem. i'm sending you a direct link to the patched build right now by text. delete the current app first, then install from the link and log in so it can migrate your profile safely. installing from a text link doesn't sound right. the link goes to our server, sir, it's faster than the store. until you're on the patched build, i'd avoid using your card at all. shall i stay on the line while you install it?",1
"hello? hi, congratulations are in order! you were shortlisted for the remote data coordinator position you applied for. oh, i did apply to a few places. which company? the staffing partner handles several brands, ma'am. you start monday at twenty-eight dollars an hour, fully remote. we just need to get your equipment shipped. the company covers the laptop, you only handle the courier insurance, which is one hundred and forty dollars, refunded in your first paycheck. i have to pay to start a job? it's not paying for the job, it's insuring the equipment in transit. everyone on the team did the same thing. can you do the transfer this afternoon so we can lock in your monday start?",1
", this is from the courier service. we have received your delivery request to . could you kindly confirm the dimensions and weight of the package before we schedule it?",0
", this is . have you seen the new adaptive gaming controller launched by ? it is designed to be more inclusive. i thought we could explore the features together.",0
"hello? i am calling about an invoice your company approved, but the remittance account failed verification. which company are you trying to reach? the business linked to this number. please confirm the accounts-payable email and bank name so i can release the payment. i do not handle invoices. your number is listed as the final approver, and the invoice closes today.",1
", this is . just a quick reminder about our game night at this at . bring snacks if you would like—we have got the cards ready!",0
"hello. hi, this is michelle with account services. i'm about to send a six-digit verification number to your phone. when it arrives, just read it back to me so i can confirm i'm speaking with the real account owner. why do you need the code? it's purely for your protection, ma'am, it proves you're in possession of the phone on file. there it is, it should have just come through. go ahead and read it to me. the message says not to share it with anyone. that warning is for strangers, not for us. we're the ones who sent it. read it quickly please, it expires in sixty seconds.",1
", just wanted to check in and catch up! how is work going with that big project? also, have you seen that new movie yet? i was thinking we could watch it this weekend if you are free. oh—and i finally booked that europe trip i kept mentioning! what is new with you?",0
"hello? i am calling because your account was credited twice during a recent adjustment. which account? i can identify it after verification. one credit must be returned before the ledger closes. i will wait for a statement. if the duplicate remains overnight, the system may flag the account and restrict access.",1
", this is from utility services. we noticed a discrepancy in your recent bill. would now be a good time to review the details together?",0
"hello. your customer profile qualifies for a travel credit that has not been assigned. i do not know what profile you mean. it is linked to this phone number. to direct the credit, confirm your preferred payment card. just apply it to the account. the credit is external to the account and must be delivered before it expires.",1
"hello. good morning, i'm calling from the pension adjustment office. a recalculation increased your monthly amount and there's back-pay owed to you. back-pay? four hundred and ten dollars, retroactive. to deposit it i confirm the account your pension goes into, since the back-pay comes from a separate fund. read me the routing and account numbers. you already deposit my pension there. i see only a masked version for security, sir. without the full numbers the back-pay can't route, and unclaimed adjustments revert after this cycle. it's your money, let's not leave it behind.",1
"hello, i saw a message on my screen with this number to call, then you called me back. yes, thank you for staying available. that alert means your connection has been compromised. do not close the window, that will make things worse. it says my banking access may be affected. that's correct, and that's the priority. i'm going to have you download a small support tool so i can check whether they've reached your bank profile. then we'll log into your bank together to confirm your balance is intact. together? you'd see my account. i only see what's necessary to protect you, and this call is monitored for your safety. the longer that window sits open, the deeper they get. shall we begin?",1
"hello? hi, this is the pharmacy calling about your prescription refill. it's ready, but your insurance flagged it as filled too early, so there's a hold until saturday. i'm almost out though. i understand. your doctor can request an override, or you can pay the cash price of twenty-two dollars now and seek reimbursement later. no pressure, the hold clears on its own saturday. i have enough to make it, i'll wait. sounds good, we'll text you when it's released. anything else i can help with? no, that's all, thanks.",0
"hello. hi, i'm calling from the billing department. we found an error on your account, you've been overcharged for the last six months and you're owed three hundred and forty dollars back. oh, okay. which account is this? your monthly service account, sir. now to credit it back i just need to log into the portal with you. can you go to your computer and type in the address i give you? can't you just mail a check? the system only does electronic reversals, and this credit expires at midnight tonight. it takes two minutes, let's get you your money.",1
hi. someone listed you as an emergency contact on a private social account. i do not know what that means. i can remove your number if you read the verification code sent now. the text says it resets a password. the reset is required to detach your number from the account.,1
"hello? i am the driver assigned to a delivery for you, but the building access note is missing. i am not expecting a delivery. it may be a return shipment. please confirm your address and send the one-time access code from the delivery message. that code releases a package. correct, i need to mark it refused so it does not enter the building.",1
"hello. hi, this is angela from dr. patel's office. before i discuss anything, i need to verify i'm speaking with the right person. can you confirm your date of birth? um, why do you need that? privacy rules, we can't discuss medical information until we verify identity. if you're more comfortable, you can call us back at the office number on our website or your appointment card, and ask for angela. no, it's fine, it's march twelfth, eighty-one. thank you. i'm calling because your lab results are in and the doctor would like to schedule a quick follow-up. nothing alarming, she just wants to adjust your dosage. does tuesday at two work?",0
", this is dr. ’s office calling to remind you of your follow-up appointment related to your recent surgery. please attend as scheduled to ensure proper post-operative care.",0
"this is george. george, an account linked to your address is being closed with a remaining balance due. what account? i can identify it after you confirm the final four digits of the payment card. i will wait for a statement. closure occurs today, and the balance may be sent for collection without another call.",1
"hello. good morning, this is the account services team at foundry savings. your certificate of deposit matures next thursday, and if you do nothing it renews automatically at the current rate, which is lower than your existing one. i'd totally forgotten about that cd. you can renew it, switch to a different term, or withdraw penalty-free during the ten-day grace period. i can't change anything on this call anyway, it takes a branch visit or online banking. this is just a heads-up. i appreciate that. i'll come in saturday. any banker can walk you through the current rates then.",0
"hello. good afternoon, this is the residency records office. a mandatory update to your household file is overdue and your file is flagged for a compliance visit. i never got a request. the notices go out in batches, and an overdue file triggers the visit automatically, ma'am. to avoid it, complete the update by phone now. i need the full names and dates of birth of everyone in the household, your employer, and your bank for the economic section. that's a lot of personal information. it's all confidential and protected, but an incomplete file means an in-person visit, which is far more intrusive. let's finish it quickly over the phone instead.",1
who is this? i am with the hosting billing desk. a renewal failed and your website is scheduled to be suspended. i do not run a website. then your card may be attached to someone else's account. i need the full card number to locate and remove it. i will call my card issuer. the renewal will retry before they can trace the merchant account.,1
", this is . just reminding you that we are doing a quick group call tonight about the project. it will only take about 30 minutes—we will cover the next steps and responsibilities.",0
"hello? yes, hello, this is dispatch. we have a crew in your area right now and your address is on today's disconnection list for nonpayment. that can't be right, i pay automatically every month. i understand, but the system shows two returned payments. the crew will be at your door within forty-five minutes. if you want me to pull your address off the list, i can take a payment over the phone right now, but it has to go through our rapid processing line, not a regular card. have you used one of the payment kiosks at the pharmacy before? you want me to pay at a kiosk? it's the only method that posts instantly, sir. stay on the line with me while you drive there.",1
", it is . just a quick reminder about your dentist appointment with on at . let me know if you want me to drive you or keep you company—happy to help.",0
"hello. i am calling from customer retention about a cancellation request under your name. i did not cancel anything. then the request may be fraudulent. to restore the account, confirm the email address, date of birth, and the code we send. that is a lot of information. the cancellation is queued for immediate processing, so we need a complete match before it closes.",1
", this is . i tried using , the ai-powered resume builder, and it really streamlined the process. your portfolio could benefit from it too. want to try it together?",0
", this is from realty. a new property listing has come up in your preferred area. would you like to schedule a viewing or learn more?",0
", this is from university advisors. you had some questions about our admissions process. could you please confirm the specific program or faculty you are interested in?",0
hello? a camera review linked your vehicle to a restricted lane entry. where did this happen? the location is available after i verify the registered owner. please state your address and date of birth. send the citation. the reduced settlement is only available before the citation is mailed.,1
", this is . i saw your recent post about running a half marathon. that is impressive! i would love to hear how you prepared for it—over a quick chat?",0
"hello. good morning, this is rita from the fraud watch team at meridian community bank. a wire request for seven thousand dollars to an out-of-state account came in on your profile this afternoon, and we verbally confirm wires over five thousand. did you request it? yes, i'm paying a contractor for a kitchen remodel. understood. i have to ask the required questions. did anyone tell you to send this, ask you to keep it secret, or claim your money was at risk? no, it's my own contractor, i've met him in person many times. perfect, those are the scam patterns we screen for. your wire will process within the hour.",0
"hello? hi, this is the licensing office about your professional credential. there's a renewal discrepancy that has your license in a pending-suspension state. i renewed on time. the payment posted but a required verification step was skipped, which the system now flags as incomplete. if it isn't resolved today, the suspension activates and you can't practice until it clears. what do you need? i verify you against the licensing record, your identification number and date of birth, then take the verification fee of eighty-five dollars to complete the step. shouldn't i do this through the licensing board's website? the board routes these to us, and their portal won't show the flag until after the suspension posts. it's faster to resolve it with me right now.",1
"hello? hi, this is the fraud line for your investment account. we detected an attempt to liquidate part of your holdings and wire the proceeds out of state. i didn't authorize that. we suspected as much. to protect the funds, we move them into a secured holding structure while we investigate, and you initiate it so it's compliant. i'll walk you through the transfer now. shouldn't the brokerage just freeze it? freezing alerts the intruder, who then front-runs the freeze and pulls what they can. initiating the protective transfer is faster and safer. open your account and follow my steps.",1
", this is from mortgage department. you recently inquired about your loan application status. could you confirm your reference number so we can check the system?",0
", this is from airlines. you recently booked a flight and asked about baggage allowances. could you provide your booking reference so we can confirm the details for your trip?",0
", this is technical support. we have received your service request for your . would you be available on at 2:00 pm for a remote troubleshooting session?",0
", it is . i am heading to mall this afternoon and thought i would check if you needed anything. i remember you mentioned looking for last week. want me to look out for it?",0
"hello? hi, this is rita from the fraud watch desk at capital community bank about a wire request for nine thousand dollars to a seller in another state. we call to confirm wires over five thousand. did you request it? yes, i'm buying a used camper from a seller i met. understood. required questions: has anyone told you to make this transfer, asked you to keep it secret, or claimed your money was at risk? no, i found the camper myself and inspected it in person. perfect, those are the scam patterns we screen for. your wire will process within the hour.",0
", this is from mentorship program. i wanted to check in and see how your project is progressing. do you need any feedback or resources? i am happy to schedule a call to support your work.",0
"hello, is this margaret? yes, speaking. margaret, it's about your grandson. he's been in an accident and he's at the courthouse right now. i'm the attorney assigned to him. oh my god, is tyler okay? tyler is fine, but he needs six thousand dollars posted before five o'clock or he stays in custody over the weekend. he's very embarrassed and asked me to tell you not to call his parents. he doesn't want me to tell his mother? he begged me, ma'am. now the clerk only takes certified payment. i can send a courier to your home within the hour to collect it.",1
", this is billing department. your invoice for has been generated and is due by . would you like a digital copy sent via email?",0
hi. your club membership was transferred to a family plan without final approval. i am not a member of any club. then i should close the profile. please confirm your date of birth and payment method. i will not. the family plan bills at the end of today unless the profile is matched and closed.,1
hello. a border-travel authorization linked to your phone number is waiting for verification. i did not apply for one. i can reject it if you confirm your identification number and current address. i will use the official website. the authorization may be approved before the online record updates.,1
